회사명,행정기관명,설립구분명,용지면적(㎡),건축면적(㎡),종업원수,공장규모구분명,공장등록일,용도지역명,지목명,업종명,업종코드,생산품정보,전화번호,정제우편번호,정제도로명주소,정제지번주소,위도,경도
동양산업사,경기도 성남시,일반,140,140,3,소기업,19990604,도시지역 / 주거지역 / 제2종일반주거지역,대,식품 위생용 종이 상자 및 용기 제조업 외 1 종,"17223, 22232",식품용기,031-758-8591,13288,경기도 성남시 수정구 남문로 92,경기도 성남시 수정구 태평동 3287번지,37.44678152,127.1369934
(주)맥서스테크놀로지스,경기도 성남시,일반,300,100,29,소기업,20021008,도시지역 / 상업지역 / 일반상업지역,대,기타 무선 통신장비 제조업,26429,무선통신방송및 응용장치,031-754-6633,13316,경기도 성남시 수정구 수정로 86,경기도 성남시 수정구 수진동 2963번지 부명빌딩,37.44013471,127.1299828
(주)셈즈,경기도 성남시,일반,212.2,165,9,소기업,20081020,도시지역 / 상업지역 / 일반상업지역,대,유선 통신장비 제조업 외 7 종,"26410, 26421, 26429, 27213, 27216, 27219, 28123, 28423",상하수도 시스템 유지관리외,031-755-6553,13327,경기도 성남시 수정구 탄리로 59,경기도 성남시 수정구 수진1동 587번지 성남벤처빌딩 103호,37.44102801,127.1360942
(주)유림기업,경기도 성남시,일반,130.01,130.01,12,소기업,20040703,도시지역 / 주거지역 / 제2종일반주거지역,대,"금속 문, 창, 셔터 및 관련제품 제조업",25111,셔터,031-753-7500,13313,경기도 성남시 수정구 모란로 38,경기도 성남시 수정구 수진동 4608-5번지,37.43664627,127.1270723
(주)토탈엘이디라이팅,경기도 성남시,일반,385.79,96.38,5,소기업,20100608,도시지역 / 상업지역 / 근린상업지역,대,전시 및 광고용 조명장치 제조업,28423,LED 제품,031-722-5091,13320,경기도 성남시 수정구 성남대로 1210,"경기도 성남시 수정구 수진동 3016번지 와이엠프라젠1 102,201,202",37.43792216,127.1286485
V.I.P제화,경기도 성남시,일반,0,173.4,7,소기업,19950601,도시지역 / 주거지역 / 제2종일반주거지역,대,구두류 제조업,15211,구두,031-755-4469,13336,,경기도 성남시 수정구 수진동 2332번지,37.43708022,127.1376038
나은인터내셔날,경기도 성남시,일반,105,52.5,3,소기업,20070530,도시지역 / 주거지역 / 제2종일반주거지역,대,그 외 기타 의복액세서리 제조업,14499,장갑,031-906-1301,13323,경기도 성남시 수정구 제일로 127,경기도 성남시 수정구 수진동 3408번지 3층,37.43782745,127.1329559
보경섬유,경기도 성남시,일반,252.5,252.5,18,소기업,20180327,도시지역 / 주거지역 / 제2종일반주거지역,대,편조의복 제조업,14300,니트 및 스웨터,031-757-2082,13323,경기도 성남시 수정구 제일로 127-1,경기도 성남시 수정구 수진동 3407번지 지층,37.43803473,127.1329435
소리국악기,경기도 성남시,일반,70,70,1,소기업,20200225,도시지역 / 주거지역 / 제2종일반주거지역,잡종지,기타 악기 제조업,33209,"국악기(가야금, 거문고, 아쟁)",031-722-3232,13314,경기도 성남시 수정구 산성대로69번길 2,경기도 성남시 수정구 수진동 4803번지 102호,37.43374332,127.1269059
수진편물,경기도 성남시,일반,69,162,6,소기업,19940519,도시지역 / 주거지역 / 제2종일반주거지역,대,편조의복 제조업,14300,외의편조,031-751-3636,13322,경기도 성남시 수정구 수정남로30번길 24,경기도 성남시 수정구 수진동 3492번지,37.43797794,127.1320734
시온싸인,경기도 성남시,일반,160,90,4,소기업,20030220,도시지역 / 주거지역 / 제2종일반주거지역,대,간판 및 광고물 제조업,33910,광고물,031-721-8989,13314,경기도 성남시 수정구 산성대로69번길 2,경기도 성남시 수정구 수진동 4803번지,37.43374332,127.1269059
조흥산업,경기도 성남시,일반,391.76,195.88,10,소기업,20140415,도시지역 / 주거지역 / 제2종일반주거지역,대,일반용 전기 조명장치 제조업,28422,LED랜턴,031-757-1212,13317,경기도 성남시 수정구 제일로 139,경기도 성남시 수정구 수진동 3396번지,37.43897077,127.1324981
준편직,경기도 성남시,일반,0,55,4,소기업,19960406,도시지역 / 주거지역 / 준주거지역,대,편조의복 제조업,14300,의류,31,13330,경기도 성남시 수정구 수정남로50번길 26,경기도 성남시 수정구 수진동 1200번지,37.43836283,127.1341063
(주)섬유공업사,경기도 성남시,일반,129,62,4,소기업,19941212,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-749-7143,13147,경기도 성남시 수정구 산성대로383번길 8,경기도 성남시 수정구 단대동 178-1번지,37.44679582,127.1568682
(주)하느리테크,경기도 성남시,일반,0,65.79,14,소기업,20010302,도시지역 / 주거지역 / 제2종일반주거지역,대,유선 통신장비 제조업 외 1 종,"26410, 26429",콘넥타,031-744-7925,13141,경기도 성남시 수정구 논골로11번길 2,경기도 성남시 수정구 단대동 60-9번지,37.45535072,127.1603003
(주)에이티에스로,경기도 성남시,일반,0,483.89,31,소기업,20190502,도시지역 / 상업지역 / 근린상업지역,대,인쇄회로기판용 적층판 제조업 외 2 종,"26221, 26222, 26223",가공 전자회로기판,031-716-4334,13632,경기도 성남시 분당구 미금일로 85,경기도 성남시 분당구 구미동 145-1번지 오리뜰조합 한솔빌딩 301~305호,37.34560684,127.1102264
(주)재느시스템,경기도 성남시,일반,0,70.95,5,소기업,19990223,도시지역 / 상업지역 / 일반상업지역,대,컴퓨터 모니터 제조업,26322,모니터,031-715-4143,13632,경기도 성남시 분당구 미금일로 77,경기도 성남시 분당구 구미동 144-1번지,37.34560978,127.1111183
(주)트루네트웍스,경기도 성남시,일반,6.338,29.205,3,소기업,20161213,도시지역 / 상업지역 / 일반상업지역,대,컴퓨터 제조업 외 2 종,"26310, 26410, 26429","컴퓨터, 라우터스위치, 무선AP",031-889-8894,13636,경기도 성남시 분당구 성남대로 51,경기도 성남시 분당구 구미동 156번지 분당포스빌 B119호,37.34050694,127.1080852
디지털시스(주),경기도 성남시,일반,245.66,78,9,소기업,20130114,도시지역 / 상업지역 / 일반상업지역,대,기타 무선 통신장비 제조업,26429,정보통신기기,031-709-0083,13637,경기도 성남시 분당구 구미로9번길 3-10,경기도 성남시 분당구 구미동 186-5번지 글로리타워 301호,37.33898028,127.1098091
뷰티풀스마일,경기도 성남시,일반,101.16,80.16,5,소기업,20110603,도시지역 / 상업지역 / 근린상업지역,대,정형외과용 및 신체보정용 기기 제조업,27192,치과(보철),031-712-7077,13632,경기도 성남시 분당구 미금일로 77,경기도 성남시 분당구 구미동 144-1번지 구미제2조합상가401호,37.34560978,127.1111183
금강산업,경기도 성남시,일반,158,110,4,소기업,20010403,도시지역 / 주거지역 / 제2종일반주거지역,대,그 외 기타 의복액세서리 제조업,14499,베이비장갑,031-742-4416,13396,경기도 성남시 중원구 희망로 386-1,경기도 성남시 중원구 상대원동 2995-5번지,37.43984527,127.1596469
금남제화,경기도 성남시,일반,110,100,6,소기업,20020318,도시지역 / 주거지역 / 제2종일반주거지역,대,구두류 제조업,15211,구두류,031-742-1289,13228,경기도 성남시 중원구 박석로 18,경기도 성남시 중원구 상대원동 1124번지,37.43433824,127.1660923
뉴-영제화,경기도 성남시,일반,0,65,4,소기업,20010108,도시지역 / 주거지역 / 준주거지역,대,구두류 제조업,15211,구두,031-744-6557,13225,경기도 성남시 중원구 둔촌대로401번길 1,경기도 성남시 중원구 상대원동 1954번지,37.43361292,127.1614385
닛시기업,경기도 성남시,일반,333,318,20,소기업,19980504,도시지역 / 주거지역 / 준주거지역,대,셔츠 및 블라우스 제조업 외 1 종,"14191, 14192",오리털파카,031-747-6294,13397,경기도 성남시 중원구 금상로 11,경기도 성남시 중원구 상대원동 2999-4번지,37.43736451,127.1589573
대광섬유,경기도 성남시,일반,103.61,103.61,2,소기업,20170303,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-732-5313,13221,경기도 성남시 중원구 박석로41번길 1,경기도 성남시 중원구 상대원동 1337-1번지 지하,37.43646491,127.1658907
대산,경기도 성남시,일반,263,233,20,소기업,20040305,도시지역 / 주거지역 / 제2종일반주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192",쟈켓,031-731-6818,13397,경기도 성남시 중원구 희망로 358,경기도 성남시 중원구 상대원동 2999-11번지,37.43768737,127.1583906
대신제화,경기도 성남시,일반,100,100,6,소기업,20000621,도시지역 / 주거지역 / 제2종일반주거지역,대,구두류 제조업,15211,구두,031-745-9102,13233,경기도 성남시 중원구 금상로92번길 10,경기도 성남시 중원구 상대원동 817번지,37.44150361,127.1659022
주식회사 이엘아이,경기도 성남시,일반,0,231,5,소기업,20190130,도시지역 / 주거지역 / 제2종일반주거지역,대,구두류 제조업 외 2 종,"13229, 14199, 15211",의류,070-4471-3888,13395,경기도 성남시 중원구 희망로 396,경기도 성남시 중원구 상대원동 2989-9번지 5층,37.44067602,127.1601632
코멕스텔레콤,경기도 성남시,일반,170,140,6,소기업,20011017,도시지역 / 주거지역 / 제2종일반주거지역,대,유선 통신장비 제조업,26410,인터폰,031-739-0077,13238,,경기도 성남시 중원구 상대원동 2348번지 학년빌라,37.43958361,127.1627003
테리원,경기도 성남시,일반,131.22,100,4,소기업,20100414,도시지역 / 상업지역 / 근린상업지역,대,스타킹 및 기타 양말 제조업,14411,양말, ,13226,경기도 성남시 중원구 박석로15번길 34,경기도 성남시 중원구 상대원동 1698번지 지층,37.43431844,127.1622944
현영섬유,경기도 성남시,일반,103,90,4,소기업,20020709,도시지역 / 주거지역 / 준주거지역,대,편조의복 제조업,14300,쉐타,031-745-1489,13228,경기도 성남시 중원구 박석로15번길 1,경기도 성남시 중원구 상대원동 1411번지,37.43408487,127.165743
서울자기,경기도 성남시,일반,215,150,4,소기업,19990913,도시지역 / 녹지지역 / 자연녹지지역,대,가정용 및 장식용 도자기 제조업,23221,생활도자기,031-723-9763,13446,경기도 성남시 수정구 사송로46번길 14,경기도 성남시 수정구 사송동 572번지,37.41585178,127.113106
(주)다인,경기도 성남시,일반,268,180,17,소기업,20100727,도시지역 / 주거지역 / 제2종일반주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192","근무복, 정복",031-757-8384,13362,경기도 성남시 중원구 원터로105번길 19,경기도 성남시 중원구 성남동 2484번지,37.4351117,127.1409043
(주)아이엠피,경기도 성남시,일반,176,176,5,소기업,20001005,도시지역 / 주거지역 / 준주거지역,대,사무용 기계 및 장비 제조업,29180,사무용가구,031-721-0660,13368,경기도 성남시 중원구 제일로 45,경기도 성남시 중원구 성남동 3761번지 삼광빌딩,37.43119423,127.1361531
(주)원일정공,경기도 성남시,일반,277,247,9,소기업,19971029,도시지역 / 상업지역 / 일반상업지역,대,전동기 및 발전기 제조업,28111,전동기부품,031-753-9831,13356,경기도 성남시 중원구 산성대로 162,경기도 성남시 중원구 성남동 2224번지,37.43494739,127.1372766
(주)유리카제화,경기도 성남시,일반,266,200,11,소기업,19980123,도시지역 / 주거지역 / 제2종일반주거지역,대,구두류 제조업,15211,구두,031-754-6060,13362,경기도 성남시 중원구 광명로94번길 10,경기도 성남시 중원구 성남동 2389번지,37.43429686,127.1397213
(주)한라제화,경기도 성남시,일반,195,195,3,소기업,19970607,도시지역 / 주거지역 / 제2종일반주거지역,대,구두류 제조업,15211,구두,031-722-1775,13361,경기도 성남시 중원구 원터로 81,경기도 성남시 중원구 성남동 2883번지 유창빌딩,37.43436041,127.1428408
건일섬유,경기도 성남시,일반,119.92,118.92,6,소기업,19980902,도시지역 / 주거지역 / 제2종일반주거지역,대,편조원단 제조업,13300,원단,031-753-0131,13367,경기도 성남시 중원구 성남대로1140번길 29-2,경기도 성남시 중원구 성남동 3398번지,37.43239948,127.1324059
대송섬유,경기도 성남시,일반,120,120,12,소기업,20010515,도시지역 / 주거지역 / 제2종일반주거지역,대,편조의복 제조업,14300,쉐타,031-757-2748,13362,경기도 성남시 중원구 광명로94번길 10,경기도 성남시 중원구 성남동 2389번지,37.43429686,127.1397213
대우섬유,경기도 성남시,일반,165,165,4,소기업,19991117,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-752-4784,13368,경기도 성남시 중원구 광명로42번길 31,경기도 성남시 중원구 성남동 3711번지,37.43109847,127.1343338
덕향섬유,경기도 성남시,일반,150,130,3,소기업,20030522,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-755-6383,13368,경기도 성남시 중원구 제일로63번길 19,경기도 성남시 중원구 성남동 3679번지,37.4321241,127.1337071
명지,경기도 성남시,일반,257.01,155.4,2,소기업,20220808,도시지역 / 상업지역 / 일반상업지역,대,침구 및 관련제품 제조업 외 8 종,"13221, 13223, 13910, 14120, 14194, 14300, 14411, 14419, 14499","이불, 담요, 목도리, 양말, 아대 등",070-779-5859,13364,경기도 성남시 중원구 제일로73번길 16,경기도 성남시 중원구 성남동 3287번지 크란츠빌Ⅱ B03호,37.43342177,127.1336104
민성무역,경기도 성남시,일반,171.9,99.2,2,소기업,20060213,도시지역 / 주거지역 / 제2종일반주거지역, ,스타킹 및 기타 양말 제조업,14411,양말,031-751-0872,13359,경기도 성남시 중원구 시민로 81,경기도 성남시 중원구 성남동 2832번지,37.43591383,127.1468575
